Programa,SEXO,NEM,PAES,ICA,Q1_MDV1,Q1_MDV2,Q1_MDV3,Q1_MDV4,Q1_MDV5,Q1_D1,Q1_MDF1,Q1_MDF2,Q1_MDF3,Q1_MDF4,Q1_MDF5,Q2_MDS1,Q2_MDS2,Q2_MDS3,Q2_MDS4,Q2_MDS5,Q2_D1,Q2_MDG1,Q2_MDG2,Q2_MDG3,Q2_MDG4,Q2_MDG5,Q3_MDI1,Q3_MDI2,Q3_MDI3,Q3_MDI4,Q3_D1,Q3_MDE1,Q3_MDE2,Q3_MDE3,Q3_MDE4,Q4_S1,Q4_S2,Q4_S3,Q4_S4,Q4_S5,Q4_S6,Q4_S7,Q4_S8,Q5_BA1,Q5_BA2,Q5_BA3,Q5_BP1,Q5_BP2,Q5_BS1,Q5_BS2,Q5_BF1,Q5_BF2,Q5_I1,Q5_I2,Q6_A1,Q6_A2,Q6_A3,Q6_B1,Q6_B2,Q6_B3,Q7_A1,Q7_A2,Q7_A3,Q7_A4,Q7_A5,Q7_B1,Q8_EM1,Q8_EM2,Q8_EM3,Q8_EM4,Q9_E1,Q9_E2,Q9_E3
Administration,male,751,741,5155,3,2,4,3,2,1,4,3,2,4,3,3,4,3,2,3,2,3,3,2,4,3,2,4,4,4,3,3,2,2,2,1,2,2,2,2,3,2,3,2,3,3,1,3,2,4,3,3,4,1,3,4,4,2,2,2,4,4,3,3,4,4,3,4,4,2,4,4,4
Administration,male,694,766,610,3,3,2,3,2,3,4,4,2,3,4,4,4,3,3,2,3,3,2,4,4,4,4,3,3,2,4,2,3,3,2,3,2,4,3,3,2,3,3,2,4,3,2,3,4,1,4,4,3,2,3,3,3,4,4,3,4,2,3,3,4,3,3,2,4,4,2,3,3
Administration,male,870,943,6692,3,1,1,2,4,4,2,3,1,2,2,3,1,1,4,4,4,2,2,2,2,2,2,4,2,4,1,2,1,2,2,4,4,4,1,4,3,4,4,4,4,4,4,4,2,3,2,1,2,3,3,3,2,1,1,1,3,2,1,1,1,1,2,2,4,1,4,4,4
Administration,female,793,618.8,3913,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Administration,male,779,780,6006,2,1,4,1,1,1,2,1,1,2,2,1,1,4,1,1,1,2,1,1,2,2,1,4,2,4,4,3,1,2,1,2,1,3,3,1,2,1,1,1,1,1,1,1,3,4,3,3,1,1,1,1,1,4,2,3,2,1,3,1,4,4,1,4,4,4,1,1,1
Engineering,female,922,695,5145,3,1,4,4,4,4,2,2,4,2,4,3,3,3,3,3,3,2,4,2,4,4,2,3,4,4,3,2,3,4,3,2,3,3,3,4,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1
Engineering,Other,837,735,660,1,4,3,2,1,1,3,3,2,2,3,1,2,3,2,3,1,3,3,3,2,3,2,3,2,3,3,1,1,1,1,3,1,1,1,1,1,1,4,2,1,1,1,1,4,3,3,1,1,3,2,2,2,3,3,4,1,1,2,2,3,2,2,1,2,3,2,2,2
Engineering,female,837,677,3891,2,3,3,3,2,2,2,3,2,2,3,2,3,3,3,2,2,2,3,2,2,3,3,1,1,1,3,2,3,3,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,3,2,3,3,4,2,3,2,4,2,3,2,2,4,3,4,4,2,2,1
Administration,male,727,759,5253,2,4,4,3,4,1,4,4,2,4,3,3,4,4,3,3,1,3,3,2,4,4,3,3,1,3,4,3,3,4,2,1,1,1,1,1,2,1,1,3,1,2,2,2,1,4,3,4,3,3,4,4,4,3,3,4,1,4,1,4,1,2,4,1,4,4,3,4,4
Administration,female,879,811,6496,1,3,3,3,2,1,2,2,3,4,3,2,1,3,2,1,3,2,2,4,3,3,4,2,1,2,3,1,4,4,3,1,1,1,1,1,3,1,1,1,1,1,1,2,4,4,2,2,3,1,2,3,4,2,2,1,3,3,3,4,3,2,2,4,4,4,4,4,4
Engineering,male,886,858,4191,1,4,1,2,2,1,1,1,1,1,2,1,4,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,4,1,1,1,4,2,3,3,4,3,4,1,1,1,1,1,1,2,4,2,3,1,1,1
Engineering,male,979,943,790,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,3,1,3,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,3,1,1,2,2,1,2,3,4,4,4,1,1,2,2,1,2,3,3,3,2,1,1,1
Engineering,male,979,956,810,2,2,3,2,1,2,2,2,1,2,2,2,2,3,2,1,2,2,2,1,2,2,4,1,1,1,3,1,3,4,3,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,4,4,4,2,2,1,2,2,3,3,1,4,4,1,1,1
Administration,male,837,867,6202,1,3,1,2,3,1,1,3,3,1,1,2,3,1,2,1,1,1,2,1,2,1,4,4,1,3,2,1,1,1,2,3,2,3,1,2,3,1,2,4,1,4,2,2,3,2,1,1,3,1,2,3,4,1,2,3,4,3,3,1,4,1,4,4,2,4,2,1,1
Engineering,female,893,849,680,4,4,2,3,4,4,1,3,1,2,1,4,4,2,3,4,4,2,3,1,2,1,3,4,3,4,1,4,2,1,1,4,4,4,2,4,2,4,3,4,4,4,4,4,4,1,4,4,4,2,4,4,4,1,2,1,1,1,1,1,1,4,1,4,3,1,1,1,2
Administration,male,757,911,7084,1,2,2,1,1,1,3,3,2,3,2,1,1,2,1,2,1,3,2,2,3,2,2,1,1,1,4,2,2,4,3,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,2,2,2,1,1,2,1,4,4,3,4,3,3,3,2,1,3,1,2,4,1,2,2
Engineering,male,922,910,730,2,3,3,2,2,3,3,2,2,3,3,2,3,3,2,2,3,3,2,2,3,3,4,2,2,2,3,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,2,2,1,2,3,3,4,3,4,3,2,3,3,3,3,3,2,3,3,2,2,2
Engineering,male,856,856,5045,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,1,1,1,1,2,1,2,1,3,3,3,3,2,1,1,1,1,3,2,1,2,1,1,1,1,2,2,2,2,4,2,2,2,2,1,1,2,4,4,2,1,1,1,1,1,1,3,3,4,4,1,1,1
Administration,male,922,816,6986,1,4,1,2,1,2,2,2,4,2,1,1,2,1,2,1,2,2,2,4,1,2,4,3,3,4,3,4,2,2,3,1,1,1,2,1,2,1,2,1,2,2,3,2,1,4,3,3,2,1,2,2,2,4,3,3,2,2,3,2,3,3,2,3,3,3,4,4,4
Engineering,male,727,752,620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,4,3,4,1,1,1,1,1,1,1,2,2,3,1,1,1
Social Sciences,male,914,839,6216,3,4,3,3,2,1,1,1,1,2,3,3,4,3,3,2,1,1,1,1,2,3,4,1,1,1,4,1,3,3,3,2,1,3,4,1,4,4,3,3,1,2,2,2,3,4,2,2,4,4,4,4,4,1,1,2,2,3,2,2,3,1,3,1,3,4,2,2,1
Administration,male,736,749,660,2,2,3,3,2,2,2,2,3,2,3,3,2,3,3,3,2,3,3,2,2,3,2,3,3,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,2,2,2,3,2,3,2,3,3,2,2,3,2,3,2,2,3,3,2,2,2,4,3,3,3
Social Sciences,male,837,779,6794,1,3,4,3,1,3,4,4,4,4,3,2,2,4,1,1,3,4,1,3,2,4,1,1,1,1,4,4,2,2,4,1,2,1,3,4,4,3,4,4,4,4,2,4,4,1,1,2,4,4,4,4,4,2,1,3,1,1,1,1,1,1,2,2,1,1,4,4,4
Administration,male,985,912,777,2,1,1,2,1,1,2,3,1,4,2,1,2,1,2,1,1,2,3,1,4,2,1,1,1,1,4,2,3,3,3,2,2,2,4,1,1,1,1,4,2,3,2,3,2,2,1,1,3,2,2,3,3,3,3,2,4,3,4,4,3,2,1,3,4,3,1,1,1
Administration,male,900,788,6692,2,2,4,1,1,1,1,1,1,3,1,1,1,4,2,2,1,1,1,1,4,2,1,1,1,1,3,1,2,3,3,2,1,1,3,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,3,4,4,1,3,3,3,3,3,3,3
Social Sciences,female,670,629.3,6388,2,3,4,3,2,2,2,3,3,3,2,3,3,4,2,2,2,3,3,3,3,3,3,2,2,3,3,1,3,2,3,3,2,4,2,1,4,1,3,1,1,2,2,2,3,3,2,2,3,4,2,3,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2
Engineering,female,907,892,650,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,4,3,3,2,4,3,2,3,4,3,3,2,1,2,2,2,2,3,2,3,3,2,2,2
Social Sciences,female,837,751,6302,1,3,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,3,2,1,1,3,1,1,3,3,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,3,1,2,3,2,3,4,3,1,3,2,2,1,2,3,1,3,2,1,2,1
Administration,female,893,737,6692,1,3,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Social Sciences,female,928,892,656,1,2,3,1,2,1,3,2,1,2,3,1,2,3,1,2,1,3,2,1,2,3,3,2,1,2,2,1,2,3,2,4,1,1,4,1,1,1,4,2,1,2,1,2,3,4,2,1,2,2,3,3,3,2,2,2,1,1,1,1,1,2,3,3,3,3,1,2,1
Administration,female,793,737,670,2,4,4,1,1,2,1,1,1,1,2,2,4,4,1,1,1,1,1,1,1,2,3,3,2,3,1,1,2,3,1,1,1,1,1,1,3,1,1,3,3,3,1,2,2,4,1,1,3,2,2,4,3,3,4,4,3,1,3,1,3,3,3,1,4,4,1,2,1
Administration,male,808,865,6398,1,1,1,1,1,1,2,3,2,4,1,1,1,1,1,1,1,2,3,3,4,2,1,3,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4
Administration,female,914,808,6496,2,3,2,2,2,1,1,2,2,2,2,2,3,2,2,2,1,1,2,2,2,2,2,2,1,2,3,3,2,2,1,1,1,2,3,1,2,2,2,1,1,1,1,1,3,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,3,4,4,4,4,1,1,1
Social Sciences,female,893,736,6143,1,3,3,2,2,1,3,2,2,2,3,1,2,3,2,3,2,2,3,2,2,2,2,3,2,1,2,2,2,4,3,2,2,3,2,1,2,3,4,2,3,1,3,2,1,2,3,4,2,2,1,1,2,3,4,3,4,3,2,2,1,2,1,3,2,3,2,1,3
Engineering,male,907,826,600,1,2,2,1,2,2,2,3,2,2,1,2,3,2,2,1,3,1,3,2,2,1,3,2,2,2,2,3,1,3,1,2,2,1,4,2,3,2,2,1,1,1,1,1,1,4,1,1,2,4,1,2,1,1,3,3,1,3,3,1,2,1,3,2,2,3,1,1,1
Engineering,male,793,814,5345,3,3,3,4,2,1,1,1,1,1,1,2,4,4,4,3,1,1,1,1,1,1,2,2,1,1,3,1,3,4,3,1,1,1,3,1,2,1,2,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,2,4,1,1,3,1,1,1,3,3,3,3,1,1,1
Administration,male,814,772,6104,2,4,4,3,2,3,3,3,3,2,2,2,2,3,2,1,2,3,2,3,2,2,2,2,2,2,4,3,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Administration,male,779,752,3815,1,1,3,2,1,1,3,3,2,3,4,1,1,3,2,1,1,3,3,2,3,4,4,3,3,3,4,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,4,3,1,2,4,1,2,2,3,3,2,1,1,1,2,3,1,1,4,1,4,2,4,4
Engineering,male,814,686,580,4,3,3,3,4,4,3,2,4,4,2,4,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,2,4,2,4,2,3,2,3,2,3,3,2,3,3,3,3,4,4,3,2,3,3,3,3,4,3,4,4,3,4,4,3,4,3,3
Social Sciences,female,878,824,6794,1,1,1,1,2,3,3,3,1,2,2,1,1,1,1,2,3,3,3,1,2,2,4,2,2,1,2,1,3,3,2,1,1,2,2,1,1,1,3,2,1,3,1,2,1,2,2,1,1,3,1,1,1,3,4,4,3,3,2,2,3,2,3,1,2,2,1,2,1
Engineering,male,970,839,720,2,3,3,4,2,3,2,3,3,4,3,2,4,2,2,3,1,4,3,1,3,3,2,3,3,3,3,2,3,1,2,4,3,1,4,3,3,4,2,4,1,3,3,2,4,4,4,4,2,3,3,3,3,3,4,2,2,3,2,4,3,3,4,3,4,2,4,3,2
Engineering,male,879,786,720,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,4,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,4,4,4,1,1,2,1,1,3,1,3,2,4,2,2,1
Engineering,male,900,832,670,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,3,2,2,4,2,2,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,3,3,2,2,1,2,2,3,2,2,2,2,2,4,4,1,1,1
Engineering,male,928,780,670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1
Engineering,female,928,873,760,2,3,2,4,3,1,1,1,1,1,1,2,3,2,4,3,1,1,1,1,1,1,4,2,1,2,4,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,4,4,3,2,1,2,1,1,3,2,1,3,4,1,1,1
Administration,male,856,886,6888,1,2,4,1,1,1,3,2,2,2,4,1,2,4,1,1,1,3,2,2,2,4,1,2,2,2,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,2,1,2,2,2,1,1,3,4,4,1,2,3
Engineering,male,671,980,700,1,2,2,1,2,1,2,1,2,3,2,1,2,2,1,2,1,2,1,3,3,1,3,2,1,1,3,3,1,2,1,1,2,1,3,1,1,1,2,2,1,2,1,1,2,3,2,2,1,1,2,3,2,4,2,4,3,4,3,3,4,3,4,2,4,4,4,2,3
Engineering,male,870,801,5345,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,4,3,2,4,4,3,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,4,1,1,2,1,2,2,2,4,2,3,2,2,2,2,3,1,2,2,2,3,2,1,2
Administration,female,808,914,581,2,3,2,1,2,1,1,2,1,2,2,2,3,2,1,2,1,1,1,2,2,2,4,3,2,3,4,1,2,2,2,2,1,1,2,1,2,2,3,2,2,2,2,2,2,4,2,2,3,2,2,3,3,3,2,2,3,3,4,4,4,2,4,3,3,1,1,1,1
Engineering,male,842,736,2736,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,3,3,3,3,4,2,1,3,2,2,1,2,3,1,2,1,2,2,2,2,1,1,2,2,1,2,1,3,2,3,2,3,3,2,1,1,1,2,2,2,4,4,4,4,1,1,1
Administration,female,856,759,5057,1,1,3,1,1,1,3,3,3,3,4,1,1,3,1,1,1,3,3,3,3,4,4,2,3,3,4,1,3,3,3,1,1,1,1,1,2,2,3,3,1,3,2,2,3,3,3,2,4,3,3,3,3,1,1,1,2,3,3,2,2,2,2,1,3,4,2,2,2
Administration,male,823,723,6692,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
Administration,male,814,659,4665,1,2,4,2,2,1,2,2,2,2,3,2,3,4,2,2,1,2,2,2,2,3,3,2,2,2,2,2,4,2,3,2,1,2,3,2,3,3,2,2,2,3,2,3,2,2,2,2,4,2,4,4,4,1,1,2,1,2,1,2,3,3,2,3,3,2,2,2,2
Engineering,male,922,797,5245,1,2,2,1,1,2,1,1,1,3,1,1,2,2,1,1,2,1,1,1,3,1,2,2,2,2,4,4,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4
Administration,male,823,846,6202,3,3,3,2,1,1,2,2,2,3,2,3,3,3,3,2,1,2,2,2,2,2,3,2,3,2,4,2,2,3,3,3,1,1,2,1,2,1,3,3,3,2,1,2,2,2,1,2,3,2,3,3,3,1,1,1,1,3,2,3,4,2,2,1,4,3,2,3,2
Engineering,male,851,675,600,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Engineering,male,922,872,680,2,3,3,4,3,3,2,3,2,2,3,3,3,3,3,2,3,2,3,2,2,3,4,1,1,1,3,1,3,3,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,4,3,1,2,1,2,2,2,4,4,4,3,2,2,3,3,3,4,4,4,4,2,3,2
Social Sciences,female,793,694,6302,1,1,4,1,2,2,3,3,2,1,4,1,1,4,1,2,2,3,3,2,1,4,4,4,3,4,1,1,1,1,1,2,1,2,1,1,4,1,1,2,2,2,2,2,1,1,1,1,3,1,3,4,4,4,3,2,1,1,1,1,1,1,3,4,3,3,1,1,1
Administration,female,785,715,650,1,3,3,1,1,1,2,3,1,3,4,1,3,3,1,1,1,2,3,1,3,4,4,3,2,3,2,1,2,3,1,2,2,1,2,1,3,1,1,1,3,1,1,1,3,4,1,1,2,2,2,2,3,3,3,2,2,3,2,3,3,2,2,3,2,3,3,2,2
Administration,female,979,917,7966,2,3,3,4,3,2,1,1,1,1,2,3,4,3,4,3,2,1,1,1,1,2,3,1,2,1,3,1,3,4,4,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,3,4,4,4,2,2,3,1,2,4,3,4,4,3,1,2,1
Social Sciences,female,922,685,5402,1,1,1,1,1,3,3,3,2,3,3,1,1,1,1,1,1,3,3,2,3,3,2,1,1,1,3,3,3,3,3,2,1,2,2,3,3,3,2,2,1,1,1,1,3,4,1,2,3,4,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
Administration,male,937,773,581,1,1,1,1,1,2,1,1,3,1,2,1,1,3,1,1,2,2,1,2,2,3,1,2,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,3,2,4,1,2,1,2,2,3,3,3,3,3,1,1,1
Social Sciences,male,785,831,6044,2,2,3,2,1,1,3,4,3,3,4,2,2,3,2,1,2,3,4,3,3,4,1,1,2,1,4,3,3,3,3,2,1,1,1,1,2,3,1,2,1,1,1,2,2,3,3,3,2,3,2,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
Engineering,male,599,727,740,2,3,2,2,1,2,2,2,3,3,4,2,3,2,2,1,2,2,2,3,3,4,2,2,1,2,2,3,3,4,3,2,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,2,2,1,2,2,4,4,2,1,1,1,1,2,2,1,1,4,4,1,1,1
Engineering,male,856,894,780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,3,1,2,3,4,1,1,1
Engineering,male,942,842,5245,1,3,3,2,2,1,2,3,2,2,3,1,3,3,2,2,1,2,3,2,2,3,4,1,2,3,4,3,3,4,2,1,1,3,2,1,2,1,2,3,1,2,2,1,3,3,2,2,2,2,2,3,2,4,3,2,2,1,2,2,2,1,4,4,4,4,1,1,1
Social Sciences,female,951,875,7162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
Engineering,male,879,894,670,1,2,2,1,1,1,2,3,1,2,2,1,1,2,2,1,1,2,3,1,2,2,3,2,1,2,2,1,1,3,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,3,2,1,2,2,2,3,2,3,3,3,1,1,2,3,3,2,4,1,4,4,1,1,2
Administration,male,685,852,6594,4,3,4,4,4,3,2,1,1,1,1,4,4,4,4,4,2,1,1,1,1,1,3,4,3,4,1,3,3,1,1,4,4,4,3,4,4,3,4,3,3,3,4,3,2,1,1,1,3,3,3,3,3,1,1,1,1,1,2,3,1,4,1,1,2,1,1,1,1
Social Sciences,male,893,651,6329,3,3,2,2,3,4,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,1,3,1,1,1,4,1,1,4,4,2,4,4,2,4,4,4,1,4,4,4,4,2,4,2,1,2,3,4,2,1,1,1,1,1,3,1,4,1,2,3,3,3
Engineering,female,965,924,760,1,3,4,4,3,1,1,1,1,1,2,3,3,4,3,4,1,1,1,1,1,2,3,4,2,3,4,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,4,2,3,1,1,1,1,1,4,3,2,2,2,2,2,2,3,4,2,4,4,1,1,2
Administration,male,928,779,6104,1,2,4,1,1,1,3,3,1,3,2,1,3,1,1,2,1,3,2,3,3,3,1,1,1,1,4,1,1,3,2,1,1,3,3,1,3,1,3,2,2,4,1,3,2,3,2,2,3,2,3,4,3,2,2,3,3,3,3,4,3,4,3,1,2,3,1,3,2
Engineering,male,842,685.8,5145,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
Administration,male,765,791,6398,1,4,1,3,1,1,1,2,2,4,2,3,2,1,1,2,3,4,4,3,2,1,2,1,2,3,3,2,3,2,4,1,2,3,4,4,3,2,1,1,2,2,2,1,3,3,2,2,4,4,1,4,2,1,1,3,2,3,1,2,4,3,1,2,3,2,3,2,3
Administration,female,742,669,710,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,4,3,2,3,1,1,2,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,4,3,3,1,1,1,1,1,1,2,1,4,4,1,1,1
Engineering,male,771,869,6045,1,3,1,2,3,2,2,1,1,2,2,1,3,1,2,3,2,2,1,1,2,2,3,2,1,2,3,2,1,3,2,2,1,1,1,1,2,1,2,1,1,1,1,1,4,4,2,3,2,1,2,3,2,1,3,2,1,1,2,1,1,3,4,4,3,3,1,1,1
Administration,female,907,823,5908,4,4,3,3,4,3,2,2,3,1,1,4,4,3,4,4,3,2,2,3,1,1,3,4,4,2,1,4,2,1,1,4,4,4,3,4,2,4,4,4,4,4,4,4,3,2,3,3,3,4,4,3,3,1,1,3,1,2,3,2,2,4,3,3,3,2,3,3,3
Social Sciences,female,922,816.45,6794,1,1,1,1,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2
Engineering,female,856,892,3336,3,4,2,4,3,2,2,2,2,3,3,3,4,2,4,3,2,2,2,2,3,3,2,2,1,2,3,3,3,3,3,1,1,1,1,1,1,1,2,2,3,3,2,1,3,4,2,2,2,2,2,3,2,4,4,4,1,1,2,2,3,2,3,2,3,4,1,1,1
Social Sciences,male,814,702,6646,4,2,1,2,4,2,3,3,4,3,3,3,4,2,3,4,3,2,3,3,3,4,2,3,4,3,2,3,3,2,4,4,4,3,2,4,2,4,3,4,4,2,4,4,2,4,4,3,4,4,3,4,3,4,4,3,3,3,4,4,3,4,3,3,4,3,3,3,3
Social Sciences,female,814,690,7073,3,3,3,3,3,4,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Administration,female,742,707.05,267,1,1,1,1,1,1,4,4,2,4,4,1,1,1,1,1,2,4,4,2,4,4,3,4,1,4,4,4,3,1,1,1,1,1,1,1,3,2,2,4,3,3,3,3,1,1,1,1,4,1,4,4,4,1,1,1,3,4,3,4,4,1,4,1,4,4,3,3,3
Engineering,male,799,812,2036,2,2,1,1,2,1,1,1,1,2,1,2,1,3,2,3,2,2,3,2,3,1,2,3,2,2,3,2,1,2,3,2,1,2,3,1,2,3,1,2,3,1,1,2,1,2,2,2,1,3,2,1,3,2,3,1,1,2,2,1,2,1,1,2,2,1,2,3,2
Engineering,male,751,892,690,2,3,3,2,1,1,3,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,3,2,2,3,4,2,2,3,2,1,1,1,2,1,1,1,1,1,2,2,1,2,3,4,3,2,2,3,2,2,3,4,4,4,3,2,2,3,4,3,2,1,3,2,2,1,1
Administration,male,851,742,6496,1,3,3,4,2,1,1,1,1,3,2,1,3,3,4,2,1,1,1,1,3,2,3,2,1,2,4,3,2,3,2,1,1,2,1,1,2,2,1,2,2,3,2,2,2,3,2,2,2,1,2,2,1,4,2,3,3,4,4,3,4,4,4,4,4,4,3,2,2
Administration,male,828,796,6104,1,3,2,2,2,1,2,2,1,3,3,1,2,3,3,1,1,1,1,1,2,3,3,1,2,2,3,2,2,3,3,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,1,2,2,3,2,3,2,2,3,4,1,1,2,2,4,4,1,3,3,4,1,3,2
Administration,male,785,872,7672,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,4,4,4,3,4,4,1,4,1,4,1,4,1,1,1
Engineering,male,808,672,720,1,2,2,2,1,2,2,3,1,2,2,1,2,2,2,1,2,2,1,3,2,2,2,3,1,2,2,3,2,3,2,1,1,1,1,1,1,1,1,2,2,2,1,2,3,4,4,2,2,2,2,3,3,3,3,2,3,3,3,3,3,1,3,4,4,4,1,3,3
