Programa,SEXO,NEM,PAES,ICA,Q1_MDV1,Q1_MDV2,Q1_MDV3,Q1_MDV4,Q1_MDV5,Q1_D1,Q1_MDF1,Q1_MDF2,Q1_MDF3,Q1_MDF4,Q1_MDF5,Q2_MDS1,Q2_MDS2,Q2_MDS3,Q2_MDS4,Q2_MDS5,Q2_D1,Q2_MDG1,Q2_MDG2,Q2_MDG3,Q2_MDG4,Q2_MDG5,Q3_MDI1,Q3_MDI2,Q3_MDI3,Q3_MDI4,Q3_D1,Q3_MDE1,Q3_MDE2,Q3_MDE3,Q3_MDE4,Q4_S1,Q4_S2,Q4_S3,Q4_S4,Q4_S5,Q4_S6,Q4_S7,Q4_S8,Q5_BA1,Q5_BA2,Q5_BA3,Q5_BP1,Q5_BP2,Q5_BS1,Q5_BS2,Q5_BF1,Q5_BF2,Q5_I1,Q5_I2,Q6_A1,Q6_A2,Q6_A3,Q6_B1,Q6_B2,Q6_B3,Q7_A1,Q7_A2,Q7_A3,Q7_A4,Q7_A5,Q7_B1,Q8_EM1,Q8_EM2,Q8_EM3,Q8_EM4,Q9_E1,Q9_E2,Q9_E3
Social Sciences,female,799,824,6302,1,2,1,1,1,1,3,3,4,3,4,1,2,1,1,1,1,3,3,4,3,4,4,1,2,1,3,1,2,3,3,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,4,4,3,1,3,2,1,3,1,2,2,2,1,3,2,2,1,2
Administration,female,861,659.4,4109,1,1,1,1,1,1,4,3,4,4,4,1,1,1,1,1,2,4,4,4,4,4,4,4,3,4,1,1,1,1,1,2,1,1,4,1,3,3,3,3,1,2,1,3,1,2,1,1,1,3,2,2,2,3,1,2,1,1,3,4,3,4,1,1,3,4,1,1,1
Administration,female,851,795,630,1,2,2,1,1,2,2,1,3,1,2,1,2,2,1,1,2,1,2,2,2,2,4,1,2,1,3,2,2,3,2,3,1,2,2,1,2,1,2,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,3,4,4,1,1,1
Administration,male,599,911,6104,2,4,3,3,3,1,2,1,1,2,3,2,3,3,3,3,1,2,2,2,2,3,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,1,3,4,2,2,3,2,2,3,3,4,3,3,2,2,3,3,2,3,4,4,4,4,3,2,3
Administration,female,865,789,630,1,1,4,3,1,1,3,3,3,3,4,1,1,4,2,1,1,3,3,3,3,3,2,2,3,3,3,4,3,4,4,1,1,1,1,1,1,1,3,2,2,2,2,2,4,4,2,2,2,1,2,2,3,2,3,1,1,2,3,2,2,2,3,2,3,2,2,2,2
Engineering,male,837,709,3691,1,3,2,3,1,2,2,2,1,2,4,1,3,2,3,1,2,2,2,1,2,4,1,3,2,3,2,1,2,2,2,2,1,1,3,1,4,2,1,1,1,1,1,1,2,3,1,2,2,3,1,2,2,4,2,3,1,2,2,3,3,2,1,2,3,3,1,1,2
Engineering,female,594,595,2536,1,2,3,3,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,4,2,1,1,4,1,1,4,4,2,2,3,4,2,4,2,3,1,1,1,2,1,4,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,3,4,4,4,4,3,2,1
Engineering,male,757,830,4945,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,4,2,1,2,4,1,2,3,2,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,1,2,2,1,1,1,2,1,1,4,4,4,4,4,1,1,1
Administration,male,785,732.55,5516,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,3,2,2,2,3,1,2,1,3,1,3,2,3,2,3,1,2,2,3,3,2,2,1,1,2,1,1,2,3,3,1,2,2,2,1,1,1,1,2,2,1,2,3,3,3,2,2,2,2,4
Administration,female,922,891,728,1,2,1,2,1,1,3,3,2,2,3,1,2,1,2,1,1,3,3,2,2,3,2,2,2,2,3,2,2,3,3,4,2,2,3,1,4,1,2,2,2,2,2,2,3,1,2,2,4,3,4,4,4,2,2,1,1,1,1,1,2,3,3,2,3,3,1,1,1
Engineering,female,951,900,780,2,3,4,4,2,1,1,1,2,2,1,2,3,4,4,2,1,1,1,2,2,1,2,2,1,2,4,3,2,4,2,2,1,2,2,1,4,1,3,1,1,1,1,2,2,2,2,2,1,2,1,1,2,3,4,3,1,1,1,1,1,3,2,1,4,4,1,1,1
Administration,female,951,826,5908,1,3,1,2,1,1,4,3,1,4,4,1,1,3,1,1,1,3,4,1,4,4,3,4,1,4,4,1,1,1,1,1,1,1,1,1,4,4,4,1,4,4,4,4,4,4,2,1,4,2,4,4,4,1,1,1,3,1,4,4,4,1,1,4,4,4,3,3,1
Social Sciences,female,979,781,7073,1,3,2,1,1,1,1,4,3,1,2,1,4,3,2,2,1,3,3,3,2,2,4,1,1,1,4,1,4,4,3,4,1,3,4,1,4,1,4,1,1,1,1,1,1,2,1,1,3,1,2,3,3,1,1,2,1,1,1,1,1,3,3,1,3,3,1,1,1
Administration,male,879,752,6496,1,2,4,3,2,1,2,1,1,2,2,1,2,4,3,2,1,2,1,1,2,2,4,3,2,3,4,1,1,3,2,3,1,1,1,1,3,1,2,3,2,2,2,2,2,3,2,2,4,4,3,4,3,2,1,1,2,2,4,3,3,4,4,4,4,4,1,1,1
Engineering,male,814,721,660,2,4,1,4,1,1,1,3,1,2,2,2,4,1,3,1,1,1,1,1,2,2,3,2,2,3,4,4,1,2,4,1,1,2,3,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,3,4,1,1,3,1,1,1,2,1,4,3,4,1,1,1
Engineering,male,914,652.5,110,1,1,1,1,3,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,4,2,3,3,1,1,1,1,1,1,1,3,1,4,4,1,1,1
Engineering,male,628,681,2436,1,2,2,3,2,1,2,2,1,2,3,1,2,3,2,2,1,1,3,2,2,3,2,2,2,3,4,2,2,2,2,3,1,1,3,1,3,1,1,3,1,2,1,1,1,1,1,2,2,3,2,2,3,2,2,2,1,2,1,2,2,3,2,2,2,3,1,1,1
Administration,male,751,702,532,4,4,4,3,3,1,1,3,2,2,3,3,3,3,3,3,1,1,3,2,3,3,3,3,3,3,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,4,2,2,3,3,1,2,1
Engineering,male,851,710,630,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,3,2,1,1,2,1,3,3,2,1,1,2,2,2,2,1,1,2,3,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2
Administration,male,865,701,6986,2,3,3,2,2,1,1,1,1,1,1,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,4,3,3,2,4,2,1,1,3,1,2,1,3,2,1,3,1,2,1,2,1,2,1,1,1,2,2,4,4,4,1,2,2,1,1,1,3,3,3,2,3,3,3
Administration,male,713,895,5351,2,3,3,2,2,3,4,4,3,3,4,2,3,3,2,2,3,4,4,3,3,4,3,2,2,2,4,2,2,3,3,1,1,1,2,1,3,2,3,2,1,1,2,1,2,1,2,3,3,2,2,3,3,1,1,3,2,4,2,3,3,2,3,3,2,3,1,1,1
Administration,male,799,660,4861,2,4,1,4,3,1,1,1,3,1,1,2,4,1,4,4,1,1,1,2,1,1,4,2,2,3,3,1,3,3,3,1,1,3,4,2,4,2,2,1,1,1,1,1,4,4,2,1,2,3,2,3,4,4,2,4,1,1,2,2,3,3,4,4,4,4,1,1,1
Engineering,male,886,619,3891,1,4,4,1,2,1,2,1,1,3,3,1,3,4,2,3,1,2,1,1,3,3,4,2,1,1,3,4,3,3,3,2,1,2,4,1,1,1,1,2,1,1,1,1,4,1,1,1,3,2,3,4,4,1,1,1,1,1,1,2,1,3,4,3,4,3,1,3,1
Administration,male,808,872,6594,1,3,1,3,2,2,2,2,2,3,3,2,3,1,2,1,2,2,2,2,3,3,2,3,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,3,2,2,3,3,2,3,3,4,3,4,2,3,3,2,2,3,3,2,3,3,1,2,2
Engineering,male,808,834,690,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,4,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,3,2,1,1,1,1,1,1,1,4,2,1,1,1,3,1,2,4,1,2,2,1,1,1,2
Engineering,male,757,629.2,1836,1,4,2,3,2,1,2,2,2,2,3,2,3,3,2,3,1,2,3,2,3,2,2,2,3,1,4,3,3,3,3,2,4,3,3,3,1,2,1,2,1,2,2,3,4,3,2,1,2,1,2,2,3,3,3,1,2,3,2,3,3,2,4,2,2,2,1,2,1
Administration,female,785,745,6104,1,3,2,1,1,1,2,3,3,1,2,1,3,1,1,1,1,1,2,2,1,2,4,3,3,3,4,2,2,1,1,1,2,4,4,1,3,1,4,3,3,3,2,3,1,2,1,1,1,1,3,2,3,1,3,2,1,3,2,2,2,3,2,3,2,3,1,1,1
Engineering,male,900,756,3036,1,3,3,3,3,1,3,3,2,2,2,1,1,3,1,1,1,2,2,1,2,4,2,2,2,2,4,2,2,4,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,1,1,2,3,1,3,1,1,2,1,1,1,1
Engineering,male,757,919,680,3,3,3,3,2,1,1,1,1,1,1,4,4,4,4,2,2,2,2,2,2,2,4,1,2,3,4,1,2,2,2,1,1,1,3,1,1,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
Administration,male,751,881,630,1,3,1,1,1,4,2,3,1,3,3,3,1,1,2,1,4,3,3,1,3,3,2,4,1,4,3,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,4,4,3,2,3,2,1,4,3,4,2,3,1,2,4,3,1,4,4,4,4,4,4,4,4
Engineering,male,650,871,5345,1,1,2,1,1,1,3,3,2,1,3,1,1,2,1,1,1,3,3,2,1,3,2,4,1,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,4,3,3,3,3,2,3,2,1,1,1,1,2,3,3,3,3,2,1,1,1
Social Sciences,male,893,737,6515,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,4,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
Engineering,male,808,768,620,2,2,2,1,4,4,4,4,4,3,3,1,1,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2
Administration,male,#N/A,#N/A,6398,2,1,2,2,1,1,3,2,1,2,2,1,2,2,2,1,1,1,3,1,2,2,3,3,1,3,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,3,2,1,1,2,1,2,2,2,4,4,3,1,2,2,3,1,3,1,4,4,4,1,1,1
Engineering,male,771,943,5445,3,3,1,2,2,1,1,1,2,1,2,3,3,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,3,3,3,3,1,1,1,1,1,1,2,2,1,2,1,1,2,3,2,2,3,3,2,2,2,3,2,3,2,2,1,2,2,3,2,3,3,3,2,2,2
Administration,female,736,788,581,1,2,3,3,1,1,2,1,3,2,3,1,3,3,2,3,1,2,2,3,2,3,4,3,2,3,4,2,3,3,4,2,1,2,2,1,3,2,2,1,2,2,1,1,2,4,3,2,2,3,2,3,3,3,3,3,1,2,3,2,3,2,4,1,3,4,1,1,1
Engineering,female,922,709,630,1,1,2,1,1,1,1,1,1,3,4,1,1,2,1,1,1,1,1,1,3,4,4,2,1,2,3,1,1,3,1,1,1,1,3,1,4,1,2,2,1,1,1,1,2,2,1,1,3,2,2,3,3,1,1,1,1,1,2,2,4,4,3,3,4,3,1,1,1
Administration,male,713,762,7378,4,3,3,4,3,4,3,2,3,3,3,4,3,2,3,2,2,3,2,3,2,3,4,3,2,3,3,1,2,1,2,3,3,3,2,4,3,3,3,2,3,2,4,4,4,3,4,3,3,4,3,3,3,1,1,1,2,3,1,1,4,3,2,3,2,3,3,3,4
Administration,male,765,725.25,3913,4,2,1,2,3,3,4,2,3,4,2,3,4,2,2,4,2,3,2,3,3,2,2,3,2,2,2,3,3,2,3,3,2,3,2,2,2,2,1,3,2,2,2,2,2,2,3,3,1,3,3,3,2,2,3,2,4,2,3,2,2,2,2,3,3,3,3,3,2
Engineering,male,694,724,3391,2,2,1,1,1,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,3,2,2,1,2,4,3,1,3,2,2,2,2,2,2,2,2,1,3,4,2,2,2,3,1,2,4,3,3,3,2,2,3,2,3,2,2,3,4,4,4
Engineering,male,886,863,720,1,3,3,2,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,4,3,3,3,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,3,4,2,2,1,4,1,1,2,3,4,4,1,1,2,1,2,1,1,3,4,4,1,1,1
Engineering,female,823,620,670,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,4,2,1,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,3,2,1,2,1,2,3,4,4,4,4,1,1,1
Engineering,male,765,831,3591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Social Sciences,female,886,713,6818,2,3,4,2,2,1,2,3,2,2,3,2,2,4,2,2,1,2,3,2,2,3,4,3,2,3,1,1,2,3,2,1,1,1,2,1,3,3,2,2,1,1,1,2,2,2,2,2,4,2,4,4,3,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2
Social Sciences,female,922,839,7445,4,3,2,4,4,4,1,1,3,1,1,4,4,2,4,4,4,1,1,1,1,1,1,3,3,3,2,4,2,1,1,3,3,4,3,4,2,2,2,3,4,3,3,1,3,2,3,3,1,1,2,2,1,3,3,2,2,3,2,3,3,2,3,3,2,3,3,3,3
Engineering,male,922,883,670,2,4,2,2,3,2,2,2,3,2,3,2,3,2,3,2,2,2,2,3,2,3,3,1,2,2,3,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,2,3,2,2,2,3,2,1,4,4,1,2,3,2,1,2,3,3,1,3,1,1,1
Engineering,male,757,710,650,3,2,1,2,3,3,2,1,3,2,3,2,2,1,2,2,3,2,1,3,2,3,3,2,3,2,4,3,3,3,2,1,1,1,2,4,2,1,2,1,1,2,1,1,1,4,2,2,1,2,1,2,2,3,4,3,1,2,1,2,1,2,2,1,3,4,1,1,1
Engineering,male,519,698,0,1,1,3,3,4,2,2,2,1,1,2,1,1,3,3,4,1,2,2,1,1,3,4,3,2,1,3,1,2,1,2,2,1,3,3,3,4,4,2,1,2,2,1,1,2,3,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,3,4,4,4,4,1,1,1
Administration,male,536,655.4,3717,1,3,3,1,2,1,3,2,2,3,4,1,3,3,1,2,1,3,2,2,3,4,2,3,2,3,4,1,1,2,1,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,2,4,3,2,4,2,4,2,2,3,3,2,3
Engineering,male,914,809,680,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,4,1,3,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,2,3,2,4,3,4,1,1,1,1,1,1,4,4,4,4,1,1,1
Administration,male,799,788,4567,3,2,2,2,2,3,3,4,3,4,1,3,3,2,3,4,4,4,4,2,3,4,3,2,3,3,2,2,4,3,3,3,4,2,2,3,4,2,4,4,4,3,3,3,1,2,2,4,3,2,3,2,4,2,2,4,1,1,1,1,1,1,2,2,2,2,1,1,1
Administration,male,842,873,5057,2,3,1,2,2,1,2,2,1,3,2,1,3,1,1,2,1,2,2,1,3,2,3,2,1,3,3,2,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,3,2,2,3,2,1,3,2,4,2,4,2,2,3,2,4,3,3,2,3,3,3,3,2
Administration,female,636,623.9,4959,4,4,1,4,4,4,1,1,1,1,1,4,4,4,4,4,4,2,2,2,2,1,2,4,3,3,1,4,4,2,2,3,4,2,1,4,2,4,4,3,3,3,3,4,1,4,4,3,1,4,2,2,2,2,4,4,4,4,3,3,1,1,3,4,2,2,4,4,4
Administration,female,956,955,6888,3,4,3,3,3,1,1,1,1,1,1,2,3,3,2,3,1,1,1,1,1,1,4,1,1,1,4,1,1,3,2,4,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,3,1,1,2,4,4,2,1,1,2,2,2,3,2,3,3,3,1,1,1
Social Sciences,female,814,756,656,4,4,3,4,4,4,1,2,1,1,2,4,3,2,4,3,4,2,3,2,1,1,3,4,3,4,2,4,4,1,2,3,3,1,3,4,2,4,3,4,4,3,4,2,1,1,3,3,3,4,4,2,3,1,3,1,3,2,2,1,2,1,3,3,2,2,4,3,3
Social Sciences,female,823,686,5124,2,1,4,1,1,1,4,4,4,4,4,2,1,4,1,1,1,4,4,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,4,4,4,4,4,1,2,2,1,1,1,3,2,1,4,2,4,4,4,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2
Administration,male,951,931,7378,1,2,2,2,1,4,1,1,1,2,1,1,2,2,2,1,4,1,1,1,2,1,3,1,1,3,4,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,4,4,4,1,1,1,1,3,3,4,1,4,4,1,1,1
Engineering,male,751,774,4191,1,2,1,1,1,1,3,2,3,3,4,1,1,1,1,1,1,3,3,3,2,3,2,1,1,1,4,2,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,4,3,4,4,4,2,1,4,1,1,1,1,1,3,2,1,2,3,1,1,1
Engineering,male,851,740,4291,3,4,3,3,3,1,1,2,2,1,2,4,4,3,3,1,1,2,2,2,1,2,4,4,2,4,1,1,1,1,1,4,1,2,4,1,2,1,3,1,2,2,1,2,4,4,1,1,2,2,2,2,1,3,3,4,1,2,2,2,2,1,4,2,3,3,1,1,1
Engineering,male,851,694.7,5145,2,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,2,2,2,2,2,3,3,2,2,3,2,2,2,3,1,2,2,3,3,3,2,2,2
Social Sciences,male,567,803,6515,1,2,3,1,1,2,1,2,1,2,1,2,3,3,2,3,3,2,3,1,1,2,2,1,4,4,2,2,3,1,1,1,1,2,2,2,1,3,1,1,1,1,2,2,1,1,1,1,1,2,1,3,2,2,3,1,2,2,1,4,2,4,1,2,2,2,2,2,1
Social Sciences,female,856,665,565,1,2,2,1,1,1,3,3,3,4,4,1,2,2,1,1,1,3,3,3,4,4,4,3,3,3,2,1,1,2,1,1,2,1,1,2,3,3,2,1,2,1,1,1,3,1,2,1,3,1,3,3,3,1,1,1,3,2,2,3,3,3,2,2,3,2,2,2,2
Social Sciences,male,751,803,7073,2,2,2,2,1,1,2,2,2,2,2,3,2,2,3,1,2,3,2,3,2,2,2,2,3,2,3,2,3,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Engineering,male,608,839,2836,1,3,1,2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,3,2,1,2,3,2,2,3,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,1,2,3,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1
Administration,male,680,894,6692,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,2,2,1,1,1,2,4,4,4,1,1,2,1,1,4,1,2,2,3,1,1,1
Administration,male,699,661,4763,1,3,2,1,3,1,2,2,1,2,1,1,2,3,1,2,1,2,2,2,1,2,1,2,3,2,3,2,3,2,1,1,1,2,1,3,2,2,1,1,2,1,2,1,3,3,2,1,1,2,1,2,3,3,2,3,3,2,2,2,1,1,1,1,1,1,1,2,1
Engineering,male,722,811,130,1,3,2,3,1,1,1,1,1,2,3,1,3,2,3,1,1,1,1,1,2,3,1,1,1,1,2,3,3,4,4,1,1,1,1,1,1,2,1,2,2,2,1,1,2,3,1,1,2,3,2,3,2,4,2,3,3,4,3,4,4,3,2,1,3,3,1,2,1
Engineering,female,823,863,710,2,3,3,2,3,1,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,3,2,2,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,2,1,1,1,4,4,4,1,1,1,1,1,1,3,1,3,4,1,1,1
Administration,male,742,875,4665,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,3,3,1,2,1,1,2,1,1,2,4,4,1,1,1
Administration,male,765,762,6006,2,3,3,3,3,1,2,2,1,2,2,2,3,3,3,2,2,2,2,1,2,2,3,3,3,3,4,3,2,2,2,1,1,1,1,1,1,1,1,2,2,3,1,2,2,3,2,2,2,2,2,2,2,4,3,4,2,3,2,2,2,2,2,3,3,3,1,1,1
Administration,female,837,671.5,680,4,4,3,4,4,4,4,4,4,4,3,3,3,4,2,4,3,1,3,3,4,2,4,2,4,3,3,4,4,2,4,4,3,4,2,4,4,4,4,4,2,4,3,3,3,2,4,4,4,3,4,4,4,3,3,4,4,3,3,4,3,4,4,3,4,3,4,4,4
Social Sciences,male,722,651.45,6608,2,3,1,1,2,1,1,1,2,1,3,2,3,2,2,1,1,3,1,2,1,3,1,2,2,1,3,1,2,3,2,2,2,2,1,1,2,3,1,2,3,1,3,3,1,2,2,2,3,2,3,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1
Engineering,male,447,602.1,620,2,2,2,2,2,1,3,3,1,3,3,2,2,1,2,3,1,3,3,2,3,3,1,2,1,3,1,1,2,4,2,1,1,1,3,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,4,3,3,3,3,3,3,2,2,2,3,1,1,1
Administration,male,691,597.15,4305,1,1,1,2,2,1,2,3,1,3,3,1,1,1,2,1,1,2,2,2,2,3,3,3,4,3,4,2,2,3,1,1,1,1,2,1,2,1,2,2,2,3,1,2,2,3,1,1,3,2,3,2,3,2,1,2,3,3,2,2,3,2,2,2,4,4,1,1,2
Engineering,male,765,687.4,210,4,2,2,4,3,3,4,4,4,4,4,4,3,4,4,2,4,4,4,4,3,4,1,4,4,3,3,3,2,2,2,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,1,4,4,4,4,3,4,1,4,2,2,4,4,4,4,4
Engineering,male,785,848,690,2,3,2,2,1,1,2,1,1,2,2,2,3,2,2,1,1,2,1,1,2,2,3,2,2,1,4,3,3,4,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,4,2,1,1,4,1,2,2,4,3,4,1,2,1,1,1,3,4,1,4,4,1,1,1
Engineering,male,650,628.4,3591,3,4,3,4,2,1,1,1,2,1,2,4,4,3,4,1,1,1,1,2,2,2,4,2,2,2,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,2,2,2,3,3,1,2,1,3,3,3,2,4,2,4,4,1,1,1
Administration,male,799,736.75,630,1,2,4,2,2,1,1,1,1,2,2,1,2,3,3,2,1,2,1,1,2,2,3,2,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,3,3,2,2,3,2,2,1,4,3,3,4,4,1,1,1
Administration,female,757,702.65,690,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Engineering,female,893,839,710,1,3,2,3,2,1,2,2,1,2,2,2,3,2,2,3,1,1,3,3,2,2,4,1,1,1,3,1,2,4,3,1,1,1,3,1,1,1,3,1,1,2,1,1,1,2,1,2,2,2,2,2,3,3,3,4,1,2,3,3,3,3,2,3,3,3,1,1,1
Administration,male,567,731.1,7084,1,1,2,2,3,1,3,3,3,3,3,2,2,2,2,2,3,2,3,4,4,4,2,2,1,2,3,3,3,2,4,2,1,1,2,3,3,2,3,1,2,1,1,2,3,2,3,2,3,3,2,1,2,3,2,3,2,3,2,2,3,3,2,2,4,2,1,2,3
Engineering,male,657,596.1,2836,2,3,3,2,3,1,1,1,1,1,1,3,3,3,3,2,1,1,1,1,1,1,3,2,1,2,3,2,1,2,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,4,4,1,1,1
Engineering,male,650,639.8,622,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1
Social Sciences,female,#N/A,#N/A,6302,1,2,2,2,1,2,1,2,2,1,1,1,3,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,3,1,2,2,2,1,3,4,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4
Engineering,female,823,664.5,3291,1,2,3,3,2,2,2,3,2,1,3,1,2,3,3,2,2,2,3,2,2,3,3,3,2,3,3,1,1,2,2,1,1,2,3,1,3,1,1,2,2,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,2,2,3,2,3,3,1,1,1
Administration,male,771,854,6104,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,4,2,1,2,1,1,2,2,4,4,3,1,2,1,2,1,1,1,2,1,3,1,1,1
Social Sciences,male,456,612,6143,2,3,1,2,1,1,3,2,2,2,2,2,2,2,2,3,1,3,3,3,2,3,1,2,2,2,1,2,3,2,3,2,2,3,2,1,2,1,1,3,2,2,2,1,3,2,3,2,2,1,1,2,2,3,2,4,2,2,2,2,1,2,1,2,2,3,2,2,1
Engineering,male,#N/A,#N/A,650,2,2,4,3,3,4,4,3,2,3,3,3,2,3,2,3,4,4,4,3,3,3,2,1,3,2,4,3,3,2,4,3,4,3,4,4,3,3,4,3,3,3,4,4,2,1,3,3,4,4,3,3,4,2,2,1,4,3,3,4,3,2,2,2,1,1,3,3,3
